F-volt,V-volt,P-volt,Object,Object Name
0,1.045943304,1.226783969,S,TPU
0,4.657869013,0.596285435,S,TPU
0,2.360703812,3.787878788,S,TPU
0,4.173998045,4.6285435,S,TPU
0,3.563049853,3.885630499,S,TPU
0,1.520039101,0.092864125,S,TPU
0,0.180840665,0.27370479,S,TPU
0,0.039100684,1.133919844,S,TPU
0,1.588465298,2.561094819,S,TPU
0,2.135874878,2.370478983,S,TPU
0,2.487781036,2.24340176,S,TPU
0,2.443792766,2.184750733,S,TPU
4.447702835,1.51026393,5,S,TPU
4.716520039,2.590420332,5,S,TPU
0,5,4.926686217,S,TPU
0,4.828934506,4.775171065,S,TPU
4.701857283,0.850439883,5,S,TPU
0,4.261974585,4.897360704,S,TPU
0,4.130009775,4.853372434,S,TPU
4.692082111,0.718475073,5,S,TPU
4.721407625,0.522971652,5,S,TPU
4.72629521,0.606060606,5,S,TPU
4.72629521,0.801564027,4.995112414,S,TPU
4.72629521,0.943304008,4.995112414,S,TPU
4.72629521,1.036168133,4.995112414,S,TPU
4.731182796,1.138807429,4.995112414,S,TPU
4.731182796,1.182795699,4.995112414,S,TPU
4.731182796,1.270772239,5,S,TPU
0,2.834799609,4.643206256,S,TPU
0,3.587487781,4.35483871,S,TPU
0,2.913000978,4.692082111,S,TPU
4.604105572,1.749755621,4.995112414,S,TPU
4.721407625,2.326490714,4.995112414,S,TPU
4.731182796,2.165200391,5,S,TPU
4.736070381,2.072336266,5,S,TPU
4.736070381,2.140762463,4.995112414,S,TPU
4.736070381,2.209188661,4.990224829,S,TPU
4.731182796,2.184750733,4.995112414,S,TPU
4.736070381,2.277614858,5,S,TPU
0,2.565982405,4.613880743,S,TPU
0,2.52688172,4.716520039,S,TPU
4.672531769,2.375366569,5,S,TPU
4.72629521,2.903225806,4.995112414,S,TPU
4.706744868,2.355816227,5,S,TPU
0,2.214076246,4.789833822,S,TPU
4.68230694,2.864125122,5,S,TPU
4.72629521,3.206256109,4.995112414,S,TPU
4.72629521,2.913000978,5,S,TPU
0,2.096774194,4.49657869,S,TPU
4.677419355,4.613880743,5,S,TPU
4.711632454,4.217986315,4.995112414,S,TPU
0,1.490713587,4.672531769,S,TPU
4.525904203,5,5,S,TPU
4.648093842,4.926686217,4.995112414,S,TPU
0,1.153470186,4.423264907,S,TPU
4.237536657,4.926686217,4.985337243,S,TPU
4.6285435,4.667644184,4.995112414,S,TPU
4.643206256,4.252199413,4.995112414,S,TPU
0,0,4.31085044,S,TPU
4.550342131,4.750733138,4.951124145,S,TPU
4.652981427,4.687194526,4.990224829,S,TPU
4.657869013,4.315738025,4.990224829,S,TPU
0,0.298142717,4.457478006,S,TPU
4.555229717,4.565004888,4.428152493,S,TPU
4.643206256,4.305962854,4.491691105,S,TPU
0,0.288367546,4.242424242,S,TPU
3.494623656,3.797653959,4.408602151,S,TPU
4.638318671,3.499511241,4.530791789,S,TPU
4.652981427,3.206256109,4.530791789,S,TPU
0,0.254154448,4.408602151,S,TPU
4.535679374,2.65884653,4.516129032,S,TPU
4.667644184,3.455522972,4.687194526,S,TPU
0.288367546,0.909090909,4.618768328,S,TPU
0,0.801564027,4.408602151,S,TPU
4.672531769,4.511241447,4.990224829,S,TPU
4.721407625,3.699902248,4.692082111,S,TPU
1.681329423,3.563049853,0.420332356,S,TPU
0,0.532746823,4.320625611,S,TPU
0,1.363636364,3.944281525,S,TPU
0.097751711,3.010752688,3.377321603,S,TPU
0,0.41544477,3.181818182,S,TPU
0,2.316715543,4.467253177,S,TPU
3.597262952,5,3.484848485,S,TPU
4.750733138,4.916911046,4.990224829,S,TPU
4.77028348,4.340175953,4.995112414,S,TPU
0,0,4.232649071,S,TPU
0,0,4.247311828,S,TPU
0,0.083088954,3.778103617,S,TPU
0,0.254154448,3.558162268,S,TPU
0,0.376344086,3.372434018,S,TPU
0,0.591397849,3.382209189,S,TPU
0,0.650048876,2.873900293,S,TPU
0,0.586510264,2.727272727,S,TPU
0,2.086999022,2.976539589,S,TPU
0,0.708699902,2.80058651,S,TPU
0,0.747800587,2.688172043,S,TPU
4.516129032,3.724340176,4.613880743,S,TPU
4.794721408,3.16226784,4.975562072,S,TPU
4.442815249,0,4.574780059,S,TPU
0,0.180840665,4.183773216,S,TPU
0,0.175953079,3.968719453,S,TPU
0,0.254154448,3.519061584,S,TPU
0,0.444770283,2.795698925,S,TPU
0,3.66568915,2.47311828,S,TPU
0,0,3.592375367,S,TPU
4.501466276,2.795698925,4.54056696,S,TPU
4.613880743,2.062561095,4.58455523,S,TPU
4.623655914,1.964809384,4.594330401,S,TPU
4.633431085,1.955034213,4.589442815,S,TPU
4.638318671,1.906158358,4.58455523,S,TPU
4.638318671,1.955034213,4.589442815,S,TPU
0,0.386119257,4.320625611,S,TPU
0,0.219941349,4.17888563,S,TPU
0,0.498533724,3.983382209,S,TPU
0,0.522971652,3.553274682,S,TPU
0,0.703812317,2.84457478,S,TPU
4.643206256,4.257086999,5,S,TPU
4.721407625,2.927663734,5,S,TPU
4.721407625,2.38514174,5,S,TPU
4.731182796,2.043010753,5,S,TPU
4.731182796,1.915933529,4.995112414,S,TPU
4.731182796,1.793743891,5,S,TPU
4.736070381,1.832844575,4.995112414,S,TPU
4.736070381,1.83773216,4.995112414,S,TPU
4.740957967,1.896383187,4.995112414,S,TPU
4.740957967,1.891495601,5,S,TPU
0.268817204,1.314760508,4.467253177,S,TPU
