F-volt,V-volt,P-volt,Object,Object type
4.824046921,3.186705767,4.995112414,F,TPU
0,4.335288368,5,F,TPU
4.565004888,3.401759531,4.437927664,F,TPU
4.809384164,4.271749756,4.995112414,F,TPU
0,4.359726295,5,F,TPU
4.794721408,4.49657869,4.995112414,F,TPU
3.836754643,2.145650049,1.906158358,F,TPU
4.68230694,2.170087977,4.882697947,F,TPU
4.72629521,3.836754643,4.995112414,F,TPU
0,4.545454545,4.980449658,F,TPU
0,4.203323558,5,F,TPU
4.26686217,3.445747801,5,F,TPU
4.745845552,4.257086999,4.995112414,F,TPU
4.809384164,4.58455523,4.995112414,F,TPU
4.81427175,4.525904203,5,F,TPU
4.809384164,4.49657869,4.995112414,F,TPU
4.81427175,4.486803519,5,F,TPU
4.81427175,4.501466276,4.995112414,F,TPU
4.81427175,4.506353861,4.990224829,F,TPU
4.809384164,4.501466276,5,F,TPU
4.81427175,4.49657869,4.990224829,F,TPU
4.81427175,4.54056696,4.995112414,F,TPU
4.81427175,4.506353861,4.995112414,F,TPU
4.81427175,4.051808407,4.990224829,F,TPU
0,4.374389052,5,F,TPU
0,4.301075269,4.965786901,F,TPU
0,4.286412512,4.843597263,F,TPU
4.780058651,4.970674487,4.990224829,F,TPU
4.819159335,5,4.995112414,F,TPU
4.81427175,5,4.995112414,F,TPU
0,4.227761486,4.907135875,F,TPU
0,4.130009775,4.990224829,F,TPU
0,4.120234604,5,F,TPU
0,4.105571848,4.81427175,F,TPU
0,4.095796676,4.916911046,F,TPU
0,4.046920821,5,F,TPU
4.750733138,5,4.462365591,F,TPU
4.794721408,4.990224829,4.965786901,F,TPU
0,4.071358749,5,F,TPU
0,3.99315738,4.872922776,F,TPU
0,3.836754643,4.765395894,F,TPU
0,3.753665689,4.716520039,F,TPU
4.799608993,3.914956012,4.995112414,F,TPU
4.819159335,3.866080156,5,F,TPU
0,3.445747801,4.995112414,F,TPU
0,3.709677419,4.990224829,F,TPU
0,3.631476051,5,F,TPU
3.817204301,3.396871945,4.794721408,F,TPU
4.81427175,4.193548387,4.995112414,F,TPU
4.81427175,4.08113392,5,F,TPU
4.824046921,4.066471163,4.985337243,F,TPU
0,3.734115347,5,F,TPU
0,3.641251222,5,F,TPU
4.755620723,4.002932551,4.995112414,F,TPU
4.824046921,4.276637341,5,F,TPU
4.824046921,4.173998045,4.990224829,F,TPU
0,3.631476051,5,F,TPU
4.692082111,3.53372434,4.760508309,F,TPU
4.81427175,4.188660802,5,F,TPU
4.824046921,4.115347019,4.990224829,F,TPU
0,3.655913978,5,F,TPU
3.826979472,1.930596285,1.041055718,F,TPU
4.81427175,4.164222874,4.995112414,F,TPU
4.824046921,4.110459433,4.995112414,F,TPU
0,3.680351906,5,F,TPU
4.809384164,4.428152493,4.995112414,F,TPU
4.208211144,3.792766373,4.090909091,F,TPU
4.780058651,3.274682307,5,F,TPU
4.525904203,4.173998045,3.988269795,F,TPU
4.77028348,5,4.560117302,F,TPU
4.780058651,4.995112414,4.623655914,F,TPU
0,3.739002933,4.824046921,F,TPU
0,3.519061584,5,F,TPU
4.794721408,3.611925709,4.995112414,F,TPU
4.809384164,3.479960899,4.995112414,F,TPU
0,3.514173998,5,F,TPU
4.765395894,3.76344086,4.995112414,F,TPU
4.809384164,3.802541544,5,F,TPU
0,3.352883675,4.887585533,F,TPU
4.164222874,3.734115347,4.662756598,F,TPU
4.81427175,4.618768328,4.990224829,F,TPU
0,3.431085044,4.907135875,F,TPU
0,3.264907136,4.765395894,F,TPU
0,3.220918866,4.760508309,F,TPU
0,3.235581623,4.750733138,F,TPU
4.736070381,3.387096774,4.995112414,F,TPU
4.819159335,3.607038123,4.995112414,F,TPU
4.819159335,3.225806452,4.990224829,F,TPU
0,3.167155425,4.775171065,F,TPU
4.77028348,3.778103617,4.990224829,F,TPU
4.819159335,3.89540567,5,F,TPU
4.824046921,3.831867058,5,F,TPU
0,3.284457478,5,F,TPU
4.54056696,3.274682307,4.657869013,F,TPU
4.824046921,4.144672532,5,F,TPU
4.828934506,4.022482893,5,F,TPU
4.828934506,3.954056696,4.995112414,F,TPU
0,3.181818182,3.939393939,F,TPU
0,3.005865103,4.794721408,F,TPU
0,3.010752688,4.887585533,F,TPU
0,3.274682307,4.85826002,F,TPU
0,3.0742913,4.731182796,F,TPU
0,2.815249267,2.546432063,F,TPU
0,2.883675464,2.673509286,F,TPU
0,3.147605083,4.643206256,F,TPU
0,2.991202346,4.936461388,F,TPU
0,3.025415445,4.613880743,F,TPU
4.535679374,3.025415445,4.017595308,F,TPU
4.662756598,2.834799609,4.208211144,F,TPU
0,2.174975562,4.828934506,F,TPU
0,2.644183773,4.677419355,F,TPU
4.638318671,2.458455523,4.232649071,F,TPU
4.657869013,2.507331378,4.237536657,F,TPU
0,2.653958944,4.755620723,F,TPU
4.589442815,2.683284457,4.154447703,F,TPU
4.662756598,2.717497556,4.237536657,F,TPU
4.550342131,1.559139785,3.968719453,F,TPU
0,2.873900293,4.828934506,F,TPU
0,3.010752688,4.68230694,F,TPU
4.657869013,2.834799609,4.369501466,F,TPU
4.68230694,2.766373412,4.393939394,F,TPU
4.68230694,2.707722385,4.393939394,F,TPU
4.68230694,2.649071359,4.398826979,F,TPU
4.687194526,2.644183773,4.398826979,F,TPU
4.68230694,2.605083089,4.398826979,F,TPU
4.68230694,2.57086999,4.398826979,F,TPU
4.687194526,2.521994135,4.398826979,F,TPU
4.687194526,2.512218964,4.398826979,F,TPU
0,2.649071359,4.916911046,F,TPU
0,2.913000978,4.750733138,F,TPU
