F-volt,V-volt,P-volt,Object,Object Name
0,4.77028348,5,S,TPU
4.731182796,2.878787879,5,S,TPU
4.755620723,2.419354839,5,S,TPU
0,1.231671554,4.623655914,S,TPU
0,5,3.343108504,S,TPU
4.736070381,2.34115347,4.995112414,S,TPU
1.96969697,2.438905181,4.970674487,S,TPU
0,2.634408602,4.907135875,S,TPU
0,2.746823069,4.594330401,S,TPU
0,2.84457478,4.467253177,S,TPU
0,2.996089932,4.090909091,S,TPU
0,3.020527859,4.08113392,S,TPU
4.613880743,3.739002933,5,S,TPU
4.716520039,3.48973607,5,S,TPU
0,0.488758553,4.369501466,S,TPU
3.128054741,1.217008798,4.491691105,S,TPU
