F-volt,V-volt,P-volt,Object,Object Name
0,1.554252199,0.684261975,S,SR
0,1.744868035,1.392961877,S,SR
4.359726295,3.954056696,4.980449658,S,SR
4.843597263,4.706744868,4.990224829,S,SR
4.853372434,4.330400782,4.990224829,S,SR
0,1.725317693,0.782013685,S,SR
0,1.735092864,1.383186706,S,SR
0,1.735092864,1.23655914,S,SR
0,1.637341153,1.212121212,S,SR
4.530791789,4.369501466,4.985337243,S,SR
4.843597263,4.892473118,4.990224829,S,SR
4.848484848,4.516129032,4.985337243,S,SR
4.848484848,4.340175953,4.985337243,S,SR
0,1.285434995,0.513196481,S,SR
0,1.554252199,1.436950147,S,SR
4.696969697,5,4.995112414,S,SR
4.853372434,4.833822092,4.990224829,S,SR
4.853372434,4.481915934,4.990224829,S,SR
4.853372434,4.315738025,4.990224829,S,SR
0,1.593352884,0.894428152,S,SR
0,1.764418377,1.573802542,S,SR
0.004887586,1.808406647,1.945259042,S,SR
0,1.876832845,1.979472141,S,SR
0,1.876832845,1.686217009,S,SR
0,1.83773216,1.974584555,S,SR
4.843597263,5,4.990224829,S,SR
4.848484848,4.652981427,4.990224829,S,SR
4.843597263,4.477028348,4.995112414,S,SR
4.848484848,4.340175953,4.995112414,S,SR
0.112414467,1.417399804,0,S,SR
0,1.876832845,0.029325513,S,SR
4.848484848,4.970674487,4.990224829,S,SR
4.848484848,4.589442815,4.990224829,S,SR
4.848484848,4.389051808,4.990224829,S,SR
0,1.656891496,0.650048876,S,SR
4.843597263,5,4.990224829,S,SR
4.848484848,4.613880743,4.990224829,S,SR
0,2.238514174,0.322580645,S,SR
4.819159335,5,4.990224829,S,SR
4.848484848,4.750733138,4.985337243,S,SR
0,1.730205279,0.068426197,S,SR
4.784946237,5,4.995112414,S,SR
4.848484848,4.833822092,4.990224829,S,SR
4.853372434,4.481915934,4.985337243,S,SR
0.004887586,1.871945259,0.083088954,S,SR
0,1.56402737,1.275659824,S,SR
4.853372434,5,4.990224829,S,SR
4.848484848,4.662756598,4.990224829,S,SR
4.848484848,4.379276637,4.990224829,S,SR
0,1.671554252,0.708699902,S,SR
4.804496579,5,4.995112414,S,SR
4.848484848,4.692082111,4.990224829,S,SR
4.848484848,4.320625611,4.985337243,S,SR
0,1.984359726,0.562072336,S,SR
0,1.603128055,0.913978495,S,SR
4.780058651,5,4.995112414,S,SR
0.249266862,1.764418377,0.048875855,S,SR
0,1.549364614,0.806451613,S,SR
4.848484848,5,4.995112414,S,SR
4.853372434,4.608993157,5,S,SR
4.853372434,4.408602151,4.990224829,S,SR
0,1.603128055,0.175953079,S,SR
0,1.647116325,1.23655914,S,SR
4.794721408,5,4.985337243,S,SR
4.853372434,4.77028348,4.995112414,S,SR
4.848484848,4.437927664,4.995112414,S,SR
0,1.842619746,0.762463343,S,SR
0,1.559139785,1.119257087,S,SR
0,1.539589443,1.109481916,S,SR
4.853372434,5,4.995112414,S,SR
4.853372434,4.648093842,4.995112414,S,SR
4.853372434,1.368523949,4.731182796,S,SR
0,1.578690127,1.10459433,S,SR
4.853372434,5,4.990224829,S,SR
4.853372434,4.613880743,4.990224829,S,SR
4.853372434,4.408602151,4.995112414,S,SR
0,1.485826002,0.430107527,S,SR
0,1.485826002,0.928641251,S,SR
4.853372434,5,4.990224829,S,SR
4.848484848,4.72629521,4.995112414,S,SR
4.853372434,4.516129032,4.990224829,S,SR
4.853372434,4.345063539,4.995112414,S,SR
4.853372434,4.164222874,4.990224829,S,SR
0,1.764418377,0.078201369,S,SR
0,1.603128055,0.884652981,S,SR
4.824046921,5,4.995112414,S,SR
0,1.045943304,1.207233627,S,SR
0,1.045943304,1.397849462,S,SR
4.848484848,5,4.995112414,S,SR
0,2.106549365,0.175953079,S,SR
4.2228739,4.384164223,4.990224829,S,SR
4.853372434,4.892473118,4.985337243,S,SR
4.853372434,4.535679374,4.990224829,S,SR
0,2.023460411,0.50342131,S,SR
0,1.637341153,0.91886608,S,SR
0,1.627565982,1.37829912,S,SR
4.853372434,5,4.990224829,S,SR
4.853372434,4.623655914,4.995112414,S,SR
4.853372434,4.379276637,4.995112414,S,SR
0,1.681329423,0.87487781,S,SR
0,1.744868035,1.05083089,S,SR
0,1.686217009,1.436950147,S,SR
4.853372434,5,4.990224829,S,SR
4.848484848,4.721407625,4.990224829,S,SR
4.853372434,4.457478006,4.990224829,S,SR
4.85826002,0,0,S,SR
0,1.710654936,1.285434995,S,SR
4.843597263,5,4.990224829,S,SR
