F-volt,V-volt,P-volt,Object,Object type
4.848484848,5,4.995112414,S,SR
4.85826002,5,4.995112414,S,SR
4.85826002,5,4.990224829,S,SR
4.863147605,4.926686217,4.995112414,S,SR
4.85826002,4.833822092,5,S,SR
4.853372434,4.780058651,5,S,SR
4.863147605,4.692082111,4.990224829,S,SR
0,0,4.413489736,S,SR
0,0,4.393939394,S,SR
0,0.08797654,4.398826979,S,SR
0,0.200391007,4.413489736,S,SR
0,0.190615836,4.442815249,S,SR
4.848484848,5,5,S,SR
4.868035191,5,4.995112414,S,SR
4.863147605,5,4.995112414,S,SR
4.868035191,4.941348974,4.995112414,S,SR
4.85826002,4.809384164,4.990224829,S,SR
4.863147605,4.775171065,5,S,SR
0,0,4.403714565,S,SR
4.853372434,5,5,S,SR
4.85826002,5,4.990224829,S,SR
4.863147605,5,4.995112414,S,SR
0,0,4.462365591,S,SR
4.633431085,5,4.990224829,S,SR
4.85826002,5,4.990224829,S,SR
4.85826002,5,4.990224829,S,SR
4.863147605,5,5,S,SR
0,0,4.447702835,S,SR
0,0.024437928,4.418377322,S,SR
0,0.112414467,4.428152493,S,SR
4.85826002,5,4.990224829,S,SR
4.863147605,5,5,S,SR
4.863147605,5,4.985337243,S,SR
4.85826002,4.916911046,4.995112414,S,SR
0,0,4.433040078,S,SR
0,0.581622678,4.457478006,H,PLA
4.002932551,4.066471163,4.340175953,H,PLA
4.164222874,4.45259042,4.413489736,H,PLA
4.173998045,4.398826979,4.423264907,H,PLA
0.058651026,0.073313783,4.090909091,H,PLA
0,0,4.115347019,H,PLA
0,0.004887586,4.090909091,H,PLA
0,0.029325513,4.105571848,H,PLA
4.247311828,4.833822092,4.506353861,H,PLA
4.261974585,4.819159335,4.516129032,H,PLA
4.271749756,4.760508309,4.511241447,H,PLA
0.068426197,0.175953079,4.159335288,H,PLA
0,0.078201369,4.154447703,H,PLA
0,0.083088954,4.173998045,H,PLA
0,0.117302053,4.169110459,H,PLA
4.213098729,4.433040078,4.49657869,H,PLA
4.242424242,4.481915934,4.491691105,H,PLA
4.252199413,4.457478006,4.486803519,H,PLA
4.252199413,4.423264907,4.491691105,H,PLA
0,0.122189638,4.100684262,H,PLA
0,0.107526882,4.105571848,H,PLA
4.237536657,4.359726295,4.486803519,H,PLA
4.286412512,4.49657869,4.501466276,H,PLA
4.296187683,4.481915934,4.49657869,H,PLA
4.296187683,4.447702835,4.501466276,H,PLA
4.301075269,4.472140762,4.501466276,H,PLA
4.301075269,4.535679374,4.418377322,H,PLA
0.08797654,0.151515152,4.090909091,H,PLA
0,0.08797654,4.120234604,H,PLA
4.232649071,4.173998045,4.511241447,H,PLA
4.296187683,4.45259042,4.516129032,H,PLA
4.31085044,4.457478006,4.516129032,H,PLA
4.31085044,4.403714565,4.521016618,H,PLA
4.320625611,4.413489736,4.516129032,H,PLA
4.320625611,4.384164223,4.511241447,H,PLA
0.425219941,0.224828935,4.115347019,H,PLA
0.117302053,0.04398827,4.076246334,H,PLA
0,0.083088954,4.086021505,H,PLA
0,0.073313783,4.130009775,H,PLA
0,0.14173998,4.105571848,H,PLA
0,0.156402737,4.130009775,H,PLA
0,0.18572825,4.130009775,H,PLA
0,0.254154448,4.090909091,H,PLA
0,0.307917889,4.095796676,H,PLA
4.188660802,3.988269795,4.511241447,H,PLA
4.325513196,4.574780059,4.535679374,H,PLA
4.340175953,4.643206256,4.535679374,H,PLA
4.345063539,4.6285435,4.535679374,H,PLA
4.349951124,4.555229717,4.535679374,H,PLA
4.35483871,4.535679374,4.535679374,H,PLA
4.35483871,4.49657869,4.535679374,H,PLA
0,0.27370479,4.100684262,H,PLA
0,0.263929619,4.105571848,H,PLA
4.345063539,4.872922776,4.550342131,H,PLA
4.369501466,4.877810362,4.550342131,H,PLA
0.102639296,0.244379277,4.12512219,H,PLA
0.009775171,0.239491691,4.115347019,H,PLA
0,0.259042033,4.105571848,H,PLA
4.345063539,4.965786901,4.560117302,H,PLA
4.364613881,5,4.550342131,H,PLA
4.369501466,4.980449658,4.555229717,H,PLA
4.374389052,4.926686217,4.555229717,H,PLA
4.369501466,4.921798631,4.555229717,H,PLA
4.379276637,4.877810362,4.550342131,H,PLA
4.379276637,4.794721408,4.555229717,H,PLA
0.102639296,0.04398827,4.12512219,H,PLA
0.102639296,0.048875855,4.12512219,H,PLA
0,0.112414467,4.100684262,H,PLA
4.340175953,4.975562072,4.54056696,H,PLA
4.374389052,5,4.550342131,H,PLA
4.384164223,5,4.550342131,H,PLA
4.384164223,5,4.550342131,H,PLA
0.259042033,0.18572825,4.12512219,H,PLA
0,0.175953079,4.095796676,H,PLA
4.379276637,4.960899316,4.545454545,H,PLA
4.389051808,5,4.555229717,H,PLA
4.389051808,5,4.555229717,H,PLA
0.434995112,0.351906158,4.110459433,H,PLA
0.117302053,0.22971652,4.130009775,H,PLA
0.102639296,0.200391007,4.110459433,H,PLA
4.364613881,4.49657869,4.555229717,H,PLA
4.379276637,4.599217986,4.550342131,H,PLA
0.278592375,0.283479961,4.144672532,H,PLA
4.105571848,3.343108504,4.491691105,H,PLA
4.408602151,4.68230694,4.565004888,H,PLA
4.418377322,4.755620723,4.569892473,H,PLA
4.418377322,4.692082111,4.574780059,H,PLA
4.423264907,4.731182796,4.565004888,H,PLA
0.190615836,0.190615836,4.090909091,H,PLA
0,0.200391007,4.076246334,H,PLA
4.403714565,4.81427175,4.560117302,H,PLA
4.413489736,4.877810362,4.560117302,H,PLA
4.418377322,4.877810362,4.565004888,H,PLA
4.423264907,4.91202346,4.560117302,H,PLA
0.288367546,0.249266862,4.086021505,H,PLA
0,0.215053763,4.100684262,H,PLA
0,0.244379277,4.090909091,H,PLA
